# Port:              P003
# Site:              Hinkley Point
# Latitude:          51.21525
# Longitude:         -3.13433
# Start Date:        01JAN2019-00.00.00
# End Date:          31DEC2019-23.45.00
# Contributor:       National Oceanography Centre, Liverpool
# Datum information: The data refer to Admiralty Chart Datum (ACD)
# Parameter code:    ASLVTD01 = Surface elevation (unspecified datum) of the water body by fixed in-situ pressure sensor
# Cycle    Date      Time    ASLVBG02   Residual   


Number  yyyy mm dd hh mi ssf        f          f
  1618  2020/03/17 20:15:00     4.799      0.116  
  1619  2020/03/17 20:30:00     5.056      0.127  
  1620  2020/03/17 20:45:00     5.320      0.131  
  1621  2020/03/17 21:00:00     5.588      0.129  
  1622  2020/03/17 21:15:00     5.864      0.129  
  1623  2020/03/17 21:30:00     6.171      0.156  
  1624  2020/03/17 21:45:00     6.468      0.173  
  1625  2020/03/17 22:00:00     6.768      0.196  
  1626  2020/03/17 22:15:00     7.055      0.210  
  1627  2020/03/17 22:30:00     7.343      0.230  
  1628  2020/03/17 22:45:00     7.630      0.257  
  1629  2020/03/17 23:00:00     7.897      0.274  
  1630  2020/03/17 23:15:00     8.151      0.291  
  1631  2020/03/17 23:30:00     8.362      0.283  
  1632  2020/03/17 23:45:00     8.556      0.280  
  1633  2020/03/18 00:00:00     8.728      0.294  
  1634  2020/03/18 00:15:00     8.878      0.311  
  1635  2020/03/18 00:30:00     8.993      0.330  
  1636  2020/03/18 00:45:00     9.067      0.347  
  1637  2020/03/18 01:00:00     9.089      0.353  
  1638  2020/03/18 01:15:00     9.067      0.356  
  1639  2020/03/18 01:30:00     9.005      0.359  
  1640  2020/03/18 01:45:00     8.902      0.362  
  1641  2020/03/18 02:00:00     8.753      0.360  
  1642  2020/03/18 02:15:00     8.558      0.350  
  1643  2020/03/18 02:30:00     8.342      0.358  
  1644  2020/03/18 02:45:00     8.083      0.356  
  1645  2020/03/18 03:00:00     7.796      0.356  
  1646  2020/03/18 03:15:00     7.465      0.334  
  1647  2020/03/18 03:30:00     7.099      0.294  
  1648  2020/03/18 03:45:00     6.712      0.242  
  1649  2020/03/18 04:00:00     6.340      0.208  
  1650  2020/03/18 04:15:00     5.969      0.172  
  1651  2020/03/18 04:30:00     5.580      0.111  
  1652  2020/03/18 04:45:00     5.223      0.068  
  1653  2020/03/18 05:00:00     4.882      0.022  
  1654  2020/03/18 05:15:00     4.564     -0.026  
  1655  2020/03/18 05:30:00     4.282     -0.069  
  1656  2020/03/18 05:45:00     4.047     -0.098  
  1657  2020/03/18 06:00:00     3.853     -0.123  
  1658  2020/03/18 06:15:00     3.706     -0.139  
  1659  2020/03/18 06:30:00     3.603     -0.148  
  1660  2020/03/18 06:45:00     3.543     -0.150  
  1661  2020/03/18 07:00:00     3.556     -0.113  
  1662  2020/03/18 07:15:00     3.594     -0.085  
  1663  2020/03/18 07:30:00     3.649     -0.073  
  1664  2020/03/18 07:45:00     3.755     -0.040  
  1665  2020/03/18 08:00:00     3.869     -0.031  
  1666  2020/03/18 08:15:00     4.007     -0.026  
  1667  2020/03/18 08:30:00     4.179     -0.014  
  1668  2020/03/18 08:45:00     4.377     -0.000  
  1669  2020/03/18 09:00:00     4.596      0.012  
  1670  2020/03/18 09:15:00     4.846      0.037  
  1671  2020/03/18 09:30:00     5.095      0.044  
  1672  2020/03/18 09:45:00     5.372      0.067  
  1673  2020/03/18 10:00:00     5.669      0.101  
  1674  2020/03/18 10:15:00     5.948      0.111  
  1675  2020/03/18 10:30:00     6.259      0.150  
  1676  2020/03/18 10:45:00     6.558      0.177  
  1677  2020/03/18 11:00:00     6.849      0.198  
  1678  2020/03/18 11:15:00     7.127      0.211  
  1679  2020/03/18 11:30:00     7.387      0.212  
  1680  2020/03/18 11:45:00     7.638      0.214  
  1681  2020/03/18 12:00:00     7.859      0.202  
  1682  2020/03/18 12:15:00     8.071      0.199  
  1683  2020/03/18 12:30:00     8.249      0.188  
  1684  2020/03/18 12:45:00     8.406      0.185  
  1685  2020/03/18 13:00:00     8.515      0.167  
  1686  2020/03/18 13:15:00     8.608      0.168  
  1687  2020/03/18 13:30:00     8.657      0.160  
  1688  2020/03/18 13:45:00     8.650      0.133  
  1689  2020/03/18 14:00:00     8.618      0.118  
  1690  2020/03/18 14:15:00     8.530      0.086  
  1691  2020/03/18 14:30:00     8.394      0.046  
  1692  2020/03/18 14:45:00     8.240      0.026  
  1693  2020/03/18 15:00:00     8.048      0.007  
  1694  2020/03/18 15:15:00     7.815     -0.017  
  1695  2020/03/18 15:30:00     7.568     -0.024  
  1696  2020/03/18 15:45:00     7.295     -0.032  
  1697  2020/03/18 16:00:00     7.004     -0.038  
  1698  2020/03/18 16:15:00     6.690     -0.054  
  1699  2020/03/18 16:30:00     6.380     -0.057  
  1700  2020/03/18 16:45:00     6.040     -0.088  
  1701  2020/03/18 17:00:00     5.714     -0.108  
  1702  2020/03/18 17:15:00     5.395     -0.131  
  1703  2020/03/18 17:30:00     5.106     -0.139  
  1704  2020/03/18 17:45:00     4.835     -0.149  
  1705  2020/03/18 18:00:00     4.588     -0.160  
  1706  2020/03/18 18:15:00     4.373     -0.167  
  1707  2020/03/18 18:30:00     4.193     -0.168  
  1708  2020/03/18 18:45:00     4.054     -0.159  
  1709  2020/03/18 19:00:00     3.943     -0.151  
  1710  2020/03/18 19:15:00     3.878     -0.128  
  1711  2020/03/18 19:30:00     3.861     -0.087  
  1712  2020/03/18 19:45:00     3.858     -0.063  
  1713  2020/03/18 20:00:00     3.865     -0.058  
  1714  2020/03/18 20:15:00     3.919     -0.036  
  1715  2020/03/18 20:30:00     3.988     -0.028  
  1716  2020/03/18 20:45:00     4.073     -0.029  
  1717  2020/03/18 21:00:00     4.197     -0.017  
  1718  2020/03/18 21:15:00     4.322     -0.028  
  1719  2020/03/18 21:30:00     4.479     -0.029  
  1720  2020/03/18 21:45:00     4.641     -0.047  
  1721  2020/03/18 22:00:00     4.814     -0.074  
  1722  2020/03/18 22:15:00     5.038     -0.068  
  1723  2020/03/18 22:30:00     5.258     -0.080  
  1724  2020/03/18 22:45:00     5.523     -0.060  
  1725  2020/03/18 23:00:00     5.792     -0.045  
  1726  2020/03/18 23:15:00     6.082     -0.016  
  1727  2020/03/18 23:30:00     6.372      0.006  
  1728  2020/03/18 23:45:00     6.649      0.012  
  1729  2020/03/19 00:00:00     6.934      0.023  
  1730  2020/03/19 00:15:00     7.223      0.041  
  1731  2020/03/19 00:30:00     7.496      0.049  
  1732  2020/03/19 00:45:00     7.754      0.055  
  1733  2020/03/19 01:00:00     8.002      0.070  
  1734  2020/03/19 01:15:00     8.214      0.072  
  1735  2020/03/19 01:30:00     8.411      0.087  
  1736  2020/03/19 01:45:00     8.563      0.087  
  1737  2020/03/19 02:00:00     8.682      0.087  
  1738  2020/03/19 02:15:00     8.768      0.090  
  1739  2020/03/19 02:30:00     8.826      0.103  
  1740  2020/03/19 02:45:00     8.816      0.090  
  1741  2020/03/19 03:00:00     8.775      0.089  
  1742  2020/03/19 03:15:00     8.687      0.086  
  1743  2020/03/19 03:30:00     8.570      0.100  
  1744  2020/03/19 03:45:00     8.378      0.081  
  1745  2020/03/19 04:00:00     8.154      0.069  
  1746  2020/03/19 04:15:00     7.912      0.074  
  1747  2020/03/19 04:30:00     7.608      0.045  
  1748  2020/03/19 04:45:00     7.283      0.020  
  1749  2020/03/19 05:00:00     6.933     -0.013  
  1750  2020/03/19 05:15:00     6.554     -0.064  
  1751  2020/03/19 05:30:00     6.182     -0.102  
  1752  2020/03/19 05:45:00     5.804     -0.148  
  1753  2020/03/19 06:00:00     5.427     -0.199  
  1754  2020/03/19 06:15:00     5.045     -0.268  
  1755  2020/03/19 06:30:00     4.699     -0.317  
  1756  2020/03/19 06:45:00     4.374     -0.366  
  1757  2020/03/19 07:00:00     4.080     -0.406  
  1758  2020/03/19 07:15:00     3.825     -0.432  
  1759  2020/03/19 07:30:00     3.625     -0.431  
  1760  2020/03/19 07:45:00     3.461     -0.426  
  1761  2020/03/19 08:00:00     3.333     -0.417  
  1762  2020/03/19 08:15:00     3.236     -0.413  
  1763  2020/03/19 08:30:00     3.188     -0.394  
  1764  2020/03/19 08:45:00     3.195     -0.356  
  1765  2020/03/19 09:00:00     3.238     -0.317  
  1766  2020/03/19 09:15:00     3.287     -0.307  
  1767  2020/03/19 09:30:00     3.373     -0.293  
  1768  2020/03/19 09:45:00     3.481     -0.291  
  1769  2020/03/19 10:00:00     3.637     -0.274  
  1770  2020/03/19 10:15:00     3.811     -0.272  
  1771  2020/03/19 10:30:00     4.046     -0.239  
  1772  2020/03/19 10:45:00     4.277     -0.235  
  1773  2020/03/19 11:00:00     4.531     -0.231  
  1774  2020/03/19 11:15:00     4.812     -0.216  
  1775  2020/03/19 11:30:00     5.099     -0.209  
  1776  2020/03/19 11:45:00     5.390     -0.209  
  1777  2020/03/19 12:00:00     5.705     -0.194  
  1778  2020/03/19 12:15:00     6.030     -0.175  
  1779  2020/03/19 12:30:00     6.366     -0.149  
  1780  2020/03/19 12:45:00     6.697     -0.127  
  1781  2020/03/19 13:00:00     7.025     -0.102  
  1782  2020/03/19 13:15:00     7.350     -0.068  
  1783  2020/03/19 13:30:00     7.643     -0.048  
  1784  2020/03/19 13:45:00     7.918     -0.026  
  1785  2020/03/19 14:00:00     8.169     -0.001  
  1786  2020/03/19 14:15:00     8.388      0.019  
  1787  2020/03/19 14:30:00     8.575      0.038  
  1788  2020/03/19 14:45:00     8.726      0.055  
  1789  2020/03/19 15:00:00     8.825      0.060  
  1790  2020/03/19 15:15:00     8.884      0.066  
  1791  2020/03/19 15:30:00     8.893      0.070  
  1792  2020/03/19 15:45:00     8.849      0.068  
  1793  2020/03/19 16:00:00     8.752      0.063  
  1794  2020/03/19 16:15:00     8.609      0.060  
  1795  2020/03/19 16:30:00     8.435      0.070  
  1796  2020/03/19 16:45:00     8.215      0.075  
  1797  2020/03/19 17:00:00     7.955      0.076  
  1798  2020/03/19 17:15:00     7.659      0.070  
  1799  2020/03/19 17:30:00     7.327      0.051  
  1800  2020/03/19 17:45:00     6.976      0.030  
  1801  2020/03/19 18:00:00     6.603     -0.004  
  1802  2020/03/19 18:15:00     6.217     -0.047  
  1803  2020/03/19 18:30:00     5.822     -0.101  
  1804  2020/03/19 18:45:00     5.428     -0.163  
  1805  2020/03/19 19:00:00     5.046     -0.224  
  1806  2020/03/19 19:15:00     4.678     -0.286  
  1807  2020/03/19 19:30:00     4.319     -0.359  
  1808  2020/03/19 19:45:00     3.981     -0.435  
  1809  2020/03/19 20:00:00     3.692     -0.489  
  1810  2020/03/19 20:15:00     3.452     -0.524  
  1811  2020/03/19 20:30:00     3.243     -0.560  
  1812  2020/03/19 20:45:00     3.079     -0.586  
  1813  2020/03/19 21:00:00     2.981     -0.579  
  1814  2020/03/19 21:15:00     2.933     -0.556  
  1815  2020/03/19 21:30:00     2.924     -0.529  
  1816  2020/03/19 21:45:00     2.949     -0.503  
  1817  2020/03/19 22:00:00     3.026     -0.462  
  1818  2020/03/19 22:15:00     3.122     -0.441  
  1819  2020/03/19 22:30:00     3.256     -0.423  
  1820  2020/03/19 22:45:00     3.440     -0.394  
  1821  2020/03/19 23:00:00     3.653     -0.373  
  1822  2020/03/19 23:15:00     3.907     -0.344  
  1823  2020/03/19 23:30:00     4.192     -0.311  
  1824  2020/03/19 23:45:00     4.512     -0.268  
  1825  2020/03/20 00:00:00     4.855     -0.222  
  1826  2020/03/20 00:15:00     5.214     -0.179  
  1827  2020/03/20 00:30:00     5.587     -0.139  
  1828  2020/03/20 00:45:00     5.968     -0.105  
  1829  2020/03/20 01:00:00     6.363     -0.068  
  1830  2020/03/20 01:15:00     6.756     -0.037  
  1831  2020/03/20 01:30:00     7.152     -0.002  
  1832  2020/03/20 01:45:00     7.530      0.024  
  1833  2020/03/20 02:00:00     7.889      0.046  
  1834  2020/03/20 02:15:00     8.213      0.053  
  1835  2020/03/20 02:30:00     8.513      0.061  
  1836  2020/03/20 02:45:00     8.785      0.070  
  1837  2020/03/20 03:00:00     9.022      0.077  
  1838  2020/03/20 03:15:00     9.221      0.086  
  1839  2020/03/20 03:30:00     9.363      0.083  
  1840  2020/03/20 03:45:00     9.453      0.080  
  1841  2020/03/20 04:00:00     9.487      0.077  
  1842  2020/03/20 04:15:00     9.461      0.073  
  1843  2020/03/20 04:30:00     9.376      0.071  
  1844  2020/03/20 04:45:00     9.212      0.048  
  1845  2020/03/20 05:00:00     8.994      0.027  
  1846  2020/03/20 05:15:00     8.725      0.006  
  1847  2020/03/20 05:30:00     8.426     -0.000  
  1848  2020/03/20 05:45:00     8.088     -0.007  
  1849  2020/03/20 06:00:00     7.713     -0.020  
  1850  2020/03/20 06:15:00     7.292     -0.055  
  1851  2020/03/20 06:30:00     6.845     -0.101  
  1852  2020/03/20 06:45:00     6.382     -0.154  
  1853  2020/03/20 07:00:00     5.916     -0.207  
  1854  2020/03/20 07:15:00     5.447     -0.266  
  1855  2020/03/20 07:30:00     4.988     -0.324  
  1856  2020/03/20 07:45:00     4.538     -0.387  
  1857  2020/03/20 08:00:00     4.109     -0.450  
  1858  2020/03/20 08:15:00     3.716     -0.503  
  1859  2020/03/20 08:30:00     3.355     -0.555  
  1860  2020/03/20 08:45:00     3.052     -0.584  
  1861  2020/03/20 09:00:00     2.786     -0.614  
  1862  2020/03/20 09:15:00     2.584     -0.619  
  1863  2020/03/20 09:30:00     2.441     -0.606  
  1864  2020/03/20 09:45:00     2.349     -0.583  
  1865  2020/03/20 10:00:00     2.327     -0.534  
  1866  2020/03/20 10:15:00     2.340     -0.497  
  1867  2020/03/20 10:30:00     2.434     -0.431  
  1868  2020/03/20 10:45:00     2.547     -0.398  
  1869  2020/03/20 11:00:00     2.711     -0.366  
  1870  2020/03/20 11:15:00     2.912     -0.346  
  1871  2020/03/20 11:30:00     3.149     -0.334  
  1872  2020/03/20 11:45:00     3.432     -0.313  
  1873  2020/03/20 12:00:00     3.753     -0.283  
  1874  2020/03/20 12:15:00     4.112     -0.241  
  1875  2020/03/20 12:30:00     4.495     -0.197  
  1876  2020/03/20 12:45:00     4.894     -0.156  
  1877  2020/03/20 13:00:00     5.297     -0.129  
  1878  2020/03/20 13:15:00     5.717     -0.098  
  1879  2020/03/20 13:30:00     6.155     -0.059  
  1880  2020/03/20 13:45:00     6.581     -0.034  
  1881  2020/03/20 14:00:00     7.012     -0.000  
  1882  2020/03/20 14:15:00     7.415      0.015  
  1883  2020/03/20 14:30:00     7.812      0.039  
  1884  2020/03/20 14:45:00     8.177      0.051  
  1885  2020/03/20 15:00:00     8.507      0.051  
  1886  2020/03/20 15:15:00     8.795      0.038  
  1887  2020/03/20 15:30:00     9.043      0.020  
  1888  2020/03/20 15:45:00     9.263      0.014  
  1889  2020/03/20 16:00:00     9.431      0.006  
  1890  2020/03/20 16:15:00     9.532     -0.014  
  1891  2020/03/20 16:30:00     9.575     -0.030  
  1892  2020/03/20 16:45:00     9.554     -0.044  
  1893  2020/03/20 17:00:00     9.459     -0.066  
  1894  2020/03/20 17:15:00     9.308     -0.079  
  1895  2020/03/20 17:30:00     9.092     -0.095  
  1896  2020/03/20 17:45:00     8.834     -0.097  
  1897  2020/03/20 18:00:00     8.515     -0.111  
  1898  2020/03/20 18:15:00     8.178     -0.101  
  1899  2020/03/20 18:30:00     7.799     -0.100  
  1900  2020/03/20 18:45:00     7.375     -0.119  
  1901  2020/03/20 19:00:00     6.920     -0.151  
  1902  2020/03/20 19:15:00     6.462     -0.176  
  1903  2020/03/20 19:30:00     6.005     -0.195  
  1904  2020/03/20 19:45:00     5.540     -0.225  
  1905  2020/03/20 20:00:00     5.074     -0.265  
  1906  2020/03/20 20:15:00     4.623     -0.305  
  1907  2020/03/20 20:30:00     4.191     -0.349  
  1908  2020/03/20 20:45:00     3.792     -0.387  
  1909  2020/03/20 21:00:00     3.421     -0.428  
  1910  2020/03/20 21:15:00     3.103     -0.451  
  1911  2020/03/20 21:30:00     2.816     -0.479  
  1912  2020/03/20 21:45:00     2.580     -0.494  
  1913  2020/03/20 22:00:00     2.400     -0.492  
  1914  2020/03/20 22:15:00     2.280     -0.474  
  1915  2020/03/20 22:30:00     2.222     -0.442  
  1916  2020/03/20 22:45:00     2.233     -0.396  
  1917  2020/03/20 23:00:00     2.317     -0.336  
  1918  2020/03/20 23:15:00     2.448     -0.290  
  1919  2020/03/20 23:30:00     2.645     -0.237  
  1920  2020/03/20 23:45:00     2.881     -0.199  
  1921  2020/03/21 00:00:00     3.145     -0.180  
  1922  2020/03/21 00:15:00     3.440     -0.171  
  1923  2020/03/21 00:30:00     3.775     -0.156  
  1924  2020/03/21 00:45:00     4.143     -0.139  
  1925  2020/03/21 01:00:00     4.536     -0.124  
  1926  2020/03/21 01:15:00     4.963     -0.102  
  1927  2020/03/21 01:30:00     5.412     -0.080  
  1928  2020/03/21 01:45:00     5.871     -0.066  
  1929  2020/03/21 02:00:00     6.329     -0.065  
  1930  2020/03/21 02:15:00     6.785     -0.069  
  1931  2020/03/21 02:30:00     7.235     -0.076  
  1932  2020/03/21 02:45:00     7.673     -0.084  
  1933  2020/03/21 03:00:00     8.098     -0.088  
  1934  2020/03/21 03:15:00     8.491     -0.103  
  1935  2020/03/21 03:30:00     8.849     -0.124  
  1936  2020/03/21 03:45:00     9.165     -0.154  
  1937  2020/03/21 04:00:00     9.442     -0.179  
  1938  2020/03/21 04:15:00     9.679     -0.193  
  1939  2020/03/21 04:30:00     9.849     -0.212  
  1940  2020/03/21 04:45:00     9.966     -0.215  
  1941  2020/03/21 05:00:00    10.006     -0.221  
  1942  2020/03/21 05:15:00     9.973     -0.222  
  1943  2020/03/21 05:30:00     9.866     -0.218  
  1944  2020/03/21 05:45:00     9.681     -0.219  
  1945  2020/03/21 06:00:00     9.416     -0.230  
  1946  2020/03/21 06:15:00     9.092     -0.238  
  1947  2020/03/21 06:30:00     8.722     -0.239  
  1948  2020/03/21 06:45:00     8.328     -0.220  
  1949  2020/03/21 07:00:00     7.893     -0.207  
  1950  2020/03/21 07:15:00     7.414     -0.212  
  1951  2020/03/21 07:30:00     6.908     -0.225  
  1952  2020/03/21 07:45:00     6.400     -0.230  
  1953  2020/03/21 08:00:00     5.887     -0.236  
  1954  2020/03/21 08:15:00     5.384     -0.237  
  1955  2020/03/21 08:30:00     4.901     -0.231  
  1956  2020/03/21 08:45:00     4.434     -0.229  
  1957  2020/03/21 09:00:00     3.989     -0.231  
  1958  2020/03/21 09:15:00     3.568     -0.242  
  1959  2020/03/21 09:30:00     3.186     -0.250  
  1960  2020/03/21 09:45:00     2.849     -0.251  
  1961  2020/03/21 10:00:00     2.568     -0.236  
  1962  2020/03/21 10:15:00     2.309     -0.243  
  1963  2020/03/21 10:30:00     2.138     -0.211  
  1964  2020/03/21 10:45:00     2.010     -0.192  
  1965  2020/03/21 11:00:00     1.950     -0.168  
  1966  2020/03/21 11:15:00     1.946     -0.157  
  1967  2020/03/21 11:30:00     2.025     -0.134  
  1968  2020/03/21 11:45:00     2.199     -0.087  
  1969  2020/03/21 12:00:00     2.445     -0.032  
  1970  2020/03/21 12:15:00     2.708     -0.016  
