# Port:              P074
# Site:              St. Helier(Jersey)
# Latitude:          49.18333
# Longitude:         -2.11667
# Start Date:        01FEB2020-00.00.00
# End Date:          29FEB2020-23.45.00
# Contributor:       National Oceanography Centre, Liverpool
# Datum information: The data refer to Admiralty Chart Datum (ACD)
# Parameter code:    ASLVBG02 = Surface elevation (unspecified datum) of the water body by bubbler tide gauge (second sensor)
# Cycle    Date      Time    ASLVBG02   Residual  


Number  yyyy mm dd hh mi ssf        f          f 
   543  2020/02/06 15:30:00     8.542     -0.167  
   544  2020/02/06 15:45:00     8.655     -0.172  
   545  2020/02/06 16:00:00     8.715     -0.181  
   546  2020/02/06 16:15:00     8.744     -0.174  
   547  2020/02/06 16:30:00     8.728     -0.165  
   548  2020/02/06 16:45:00     8.651     -0.172  
   549  2020/02/06 17:00:00     8.539     -0.173  
   550  2020/02/06 17:15:00     8.399     -0.163  
   551  2020/02/06 17:30:00     8.216     -0.158  
   552  2020/02/06 17:45:00     8.015     -0.138  
   553  2020/02/06 18:00:00     7.764     -0.139  
   554  2020/02/06 18:15:00     7.497     -0.129  
   555  2020/02/06 18:30:00     7.204     -0.123  
   556  2020/02/06 18:45:00     6.908     -0.103  
   557  2020/02/06 19:00:00     6.589     -0.093  
   558  2020/02/06 19:15:00     6.267     -0.078  
   559  2020/02/06 19:30:00     5.949     -0.056  
   560  2020/02/06 19:45:00     5.618     -0.048  
   561  2020/02/06 20:00:00     5.292     -0.040  
   562  2020/02/06 20:15:00     4.980     -0.028  
   563  2020/02/06 20:30:00     4.671     -0.026  
   564  2020/02/06 20:45:00     4.386     -0.016  
   565  2020/02/06 21:00:00     4.100     -0.026  
   566  2020/02/06 21:15:00     3.874      0.003  
   567  2020/02/06 21:30:00     3.652      0.010  
   568  2020/02/06 21:45:00     3.461      0.018  
   569  2020/02/06 22:00:00     3.318      0.040  
   570  2020/02/06 22:15:00     3.181      0.031  
   571  2020/02/06 22:30:00     3.119      0.055  
   572  2020/02/06 22:45:00     3.073      0.053  
   573  2020/02/06 23:00:00     3.082      0.060  
   574  2020/02/06 23:15:00     3.136      0.066  
   575  2020/02/06 23:30:00     3.226      0.058  
   576  2020/02/06 23:45:00     3.388      0.073  
   577  2020/02/07 00:00:00     3.582      0.068  
   578  2020/02/07 00:15:00     3.823      0.058  
   579  2020/02/07 00:30:00     4.122      0.057  
   580  2020/02/07 00:45:00     4.454      0.042  
   581  2020/02/07 01:00:00     4.821      0.021  
   582  2020/02/07 01:15:00     5.227      0.007  
   583  2020/02/07 01:30:00     5.665      0.002  
   584  2020/02/07 01:45:00     6.085     -0.035  
   585  2020/02/07 02:00:00     6.524     -0.057  
   586  2020/02/07 02:15:00     6.982     -0.054  
   587  2020/02/07 02:30:00     7.396     -0.078  
   588  2020/02/07 02:45:00     7.776     -0.111  
   589  2020/02/07 03:00:00     8.163     -0.102  
   590  2020/02/07 03:15:00     8.480     -0.119  
   591  2020/02/07 03:30:00     8.753     -0.131  
   592  2020/02/07 03:45:00     8.989     -0.124  
   593  2020/02/07 04:00:00     9.138     -0.146  
   594  2020/02/07 04:15:00     9.265     -0.132  
   595  2020/02/07 04:30:00     9.322     -0.129  
   596  2020/02/07 04:45:00     9.347     -0.102  
   597  2020/02/07 05:00:00     9.304     -0.089  
   598  2020/02/07 05:15:00     9.200     -0.087  
   599  2020/02/07 05:30:00     9.051     -0.081  
   600  2020/02/07 05:45:00     8.875     -0.058  
   601  2020/02/07 06:00:00     8.639     -0.054  
   602  2020/02/07 06:15:00     8.390     -0.028  
   603  2020/02/07 06:30:00     8.102     -0.009  
   604  2020/02/07 06:45:00     7.771     -0.007  
   605  2020/02/07 07:00:00     7.416     -0.008  
   606  2020/02/07 07:15:00     7.075      0.021  
   607  2020/02/07 07:30:00     6.716      0.043  
   608  2020/02/07 07:45:00     6.343      0.056  
   609  2020/02/07 08:00:00     5.962      0.062  
   610  2020/02/07 08:15:00     5.591      0.073  
   611  2020/02/07 08:30:00     5.199      0.054  
   612  2020/02/07 08:45:00     4.858      0.073  
   613  2020/02/07 09:00:00     4.537      0.097  
   614  2020/02/07 09:15:00     4.196      0.083  
   615  2020/02/07 09:30:00     3.866      0.058  
   616  2020/02/07 09:45:00     3.610      0.082  
   617  2020/02/07 10:00:00     3.366      0.090  
   618  2020/02/07 10:15:00     3.115      0.058  
   619  2020/02/07 10:30:00     2.958      0.084  
   620  2020/02/07 10:45:00     2.827      0.095  
   621  2020/02/07 11:00:00     2.732      0.098  
   622  2020/02/07 11:15:00     2.658      0.077  
   623  2020/02/07 11:30:00     2.649      0.072  
   624  2020/02/07 11:45:00     2.693      0.070  
   625  2020/02/07 12:00:00     2.791      0.069  
   626  2020/02/07 12:15:00     2.950      0.073  
   627  2020/02/07 12:30:00     3.144      0.055  
   628  2020/02/07 12:45:00     3.426      0.067  
   629  2020/02/07 13:00:00     3.760      0.075  
   630  2020/02/07 13:15:00     4.111      0.049  
   631  2020/02/07 13:30:00     4.501      0.018  
   632  2020/02/07 13:45:00     4.941      0.001  
   633  2020/02/07 14:00:00     5.414     -0.010  
   634  2020/02/07 14:15:00     5.903     -0.020  
   635  2020/02/07 14:30:00     6.409     -0.020  
   636  2020/02/07 14:45:00     6.889     -0.041  
   637  2020/02/07 15:00:00     7.374     -0.041  
   638  2020/02/07 15:15:00     7.820     -0.054  
   639  2020/02/07 15:30:00     8.227     -0.068  
   640  2020/02/07 15:45:00     8.607     -0.064  
   641  2020/02/07 16:00:00     8.925     -0.067  
   642  2020/02/07 16:15:00     9.198     -0.056  
   643  2020/02/07 16:30:00     9.400     -0.054  
   644  2020/02/07 16:45:00     9.549     -0.042  
   645  2020/02/07 17:00:00     9.632     -0.034  
   646  2020/02/07 17:15:00     9.665     -0.014  
   647  2020/02/07 17:30:00     9.636      0.004  
   648  2020/02/07 17:45:00     9.534      0.006  
   649  2020/02/07 18:00:00     9.390      0.020  
   650  2020/02/07 18:15:00     9.206      0.045  
   651  2020/02/07 18:30:00     8.964      0.058  
   652  2020/02/07 18:45:00     8.668      0.059  
   653  2020/02/07 19:00:00     8.363      0.087  
   654  2020/02/07 19:15:00     7.988      0.076  
   655  2020/02/07 19:30:00     7.612      0.088  
   656  2020/02/07 19:45:00     7.206      0.089  
   657  2020/02/07 20:00:00     6.812      0.114  
   658  2020/02/07 20:15:00     6.404      0.130  
   659  2020/02/07 20:30:00     5.991      0.142  
   660  2020/02/07 20:45:00     5.565      0.135  
   661  2020/02/07 21:00:00     5.180      0.158  
   662  2020/02/07 21:15:00     4.765      0.137  
   663  2020/02/07 21:30:00     4.399      0.147  
   664  2020/02/07 21:45:00     4.062      0.165  
   665  2020/02/07 22:00:00     3.718      0.151  
   666  2020/02/07 22:15:00     3.444      0.179  
   667  2020/02/07 22:30:00     3.173      0.177  
   668  2020/02/07 22:45:00     2.924      0.158  
   669  2020/02/07 23:00:00     2.746      0.168  
   670  2020/02/07 23:15:00     2.600      0.164  
   671  2020/02/07 23:30:00     2.512      0.168  
   672  2020/02/07 23:45:00     2.497      0.193  
   673  2020/02/08 00:00:00     2.472      0.153  
   674  2020/02/08 00:15:00     2.553      0.161  
   675  2020/02/08 00:30:00     2.682      0.155  
   676  2020/02/08 00:45:00     2.855      0.128  
   677  2020/02/08 01:00:00     3.109      0.116  
   678  2020/02/08 01:15:00     3.439      0.115  
   679  2020/02/08 01:30:00     3.792      0.075  
   680  2020/02/08 01:45:00     4.223      0.058  
   681  2020/02/08 02:00:00     4.684      0.024  
   682  2020/02/08 02:15:00     5.183     -0.008  
   683  2020/02/08 02:30:00     5.718     -0.030  
   684  2020/02/08 02:45:00     6.278     -0.040  
   685  2020/02/08 03:00:00     6.796     -0.094  
   686  2020/02/08 03:15:00     7.351     -0.100  
   687  2020/02/08 03:30:00     7.872     -0.115  
   688  2020/02/08 03:45:00     8.376     -0.111  
   689  2020/02/08 04:00:00     8.816     -0.122  
   690  2020/02/08 04:15:00     9.191     -0.138  
   691  2020/02/08 04:30:00     9.510     -0.143  
   692  2020/02/08 04:45:00     9.779     -0.128  
   693  2020/02/08 05:00:00     9.963     -0.124  
   694  2020/02/08 05:15:00    10.090     -0.104  
   695  2020/02/08 05:30:00    10.136     -0.093  
   696  2020/02/08 05:45:00    10.115     -0.080  
   697  2020/02/08 06:00:00    10.038     -0.056  
   698  2020/02/08 06:15:00     9.909     -0.021  
   699  2020/02/08 06:30:00     9.675     -0.032  
   700  2020/02/08 06:45:00     9.426     -0.005  
   701  2020/02/08 07:00:00     9.113      0.006  
   702  2020/02/08 07:15:00     8.751      0.009  
   703  2020/02/08 07:30:00     8.373      0.030  
   704  2020/02/08 07:45:00     7.956      0.040  
   705  2020/02/08 08:00:00     7.531      0.063  
   706  2020/02/08 08:15:00     7.071      0.064  
   707  2020/02/08 08:30:00     6.610      0.071  
   708  2020/02/08 08:45:00     6.146      0.075  
   709  2020/02/08 09:00:00     5.681      0.073  
   710  2020/02/08 09:15:00     5.250      0.094  
   711  2020/02/08 09:30:00     4.821      0.103  
   712  2020/02/08 09:45:00     4.385      0.086  
   713  2020/02/08 10:00:00     3.960      0.060  
   714  2020/02/08 10:15:00     3.576      0.051  
   715  2020/02/08 10:30:00     3.233      0.056  
   716  2020/02/08 10:45:00     2.924      0.063  
   717  2020/02/08 11:00:00     2.643      0.063  
   718  2020/02/08 11:15:00     2.386      0.047  
   719  2020/02/08 11:30:00     2.203      0.059  
   720  2020/02/08 11:45:00     2.051      0.055  
   721  2020/02/08 12:00:00     1.972      0.073  
   722  2020/02/08 12:15:00     1.907      0.051  
   723  2020/02/08 12:30:00     1.934      0.062  
   724  2020/02/08 12:45:00     2.012      0.063  
   725  2020/02/08 13:00:00     2.147      0.054  
   726  2020/02/08 13:15:00     2.373      0.066  
   727  2020/02/08 13:30:00     2.682      0.090  
   728  2020/02/08 13:45:00     3.009      0.063  
   729  2020/02/08 14:00:00     3.404      0.039  
   730  2020/02/08 14:15:00     3.845      0.002  
   731  2020/02/08 14:30:00     4.355     -0.014  
   732  2020/02/08 14:45:00     4.931     -0.004  
   733  2020/02/08 15:00:00     5.514     -0.014  
   734  2020/02/08 15:15:00     6.115     -0.022  
   735  2020/02/08 15:30:00     6.689     -0.060  
   736  2020/02/08 15:45:00     7.288     -0.063  
   737  2020/02/08 16:00:00     7.859     -0.068  
   738  2020/02/08 16:15:00     8.423     -0.041  
   739  2020/02/08 16:30:00     8.892     -0.057  
   740  2020/02/08 16:45:00     9.300     -0.071  
   741  2020/02/08 17:00:00     9.650     -0.074  
   742  2020/02/08 17:15:00     9.929     -0.073  
   743  2020/02/08 17:30:00    10.137     -0.067  
   744  2020/02/08 17:45:00    10.312     -0.017  
   745  2020/02/08 18:00:00    10.366     -0.012  
   746  2020/02/08 18:15:00    10.353      0.001  
   747  2020/02/08 18:30:00    10.281      0.028  
   748  2020/02/08 18:45:00    10.136      0.050  
   749  2020/02/08 19:00:00     9.904      0.051  
   750  2020/02/08 19:15:00     9.626      0.064  
   751  2020/02/08 19:30:00     9.284      0.066  
   752  2020/02/08 19:45:00     8.913      0.084  
   753  2020/02/08 20:00:00     8.489      0.086  
   754  2020/02/08 20:15:00     8.055      0.108  
   755  2020/02/08 20:30:00     7.596      0.127  
   756  2020/02/08 20:45:00     7.094      0.117  
   757  2020/02/08 21:00:00     6.626      0.147  
   758  2020/02/08 21:15:00     6.127      0.146  
   759  2020/02/08 21:30:00     5.666      0.175  
   760  2020/02/08 21:45:00     5.177      0.163  
   761  2020/02/08 22:00:00     4.717      0.164  
   762  2020/02/08 22:15:00     4.285      0.173  
   763  2020/02/08 22:30:00     3.896      0.202  
   764  2020/02/08 22:45:00     3.493      0.190  
   765  2020/02/08 23:00:00     3.162      0.219  
   766  2020/02/08 23:15:00     2.854      0.236  
   767  2020/02/08 23:30:00     2.598      0.263  
   768  2020/02/08 23:45:00     2.392      0.294  
   769  2020/02/09 00:00:00     2.206      0.294  
   770  2020/02/09 00:15:00     2.070      0.291  
   771  2020/02/09 00:30:00     1.992      0.289  
   772  2020/02/09 00:45:00     1.991      0.302  
   773  2020/02/09 01:00:00     2.076      0.334  
   774  2020/02/09 01:15:00     2.206      0.341  
   775  2020/02/09 01:30:00     2.414      0.350  
   776  2020/02/09 01:45:00     2.677      0.337  
   777  2020/02/09 02:00:00     3.028      0.334  
   778  2020/02/09 02:15:00     3.460      0.338  
   779  2020/02/09 02:30:00     3.950      0.333  
   780  2020/02/09 02:45:00     4.491      0.320  
   781  2020/02/09 03:00:00     5.088      0.315  
   782  2020/02/09 03:15:00     5.700      0.288  
   783  2020/02/09 03:30:00     6.332      0.259  
   784  2020/02/09 03:45:00     6.979      0.234  
   785  2020/02/09 04:00:00     7.632      0.222  
   786  2020/02/09 04:15:00     8.284      0.230  
   787  2020/02/09 04:30:00     8.881      0.221  
   788  2020/02/09 04:45:00     9.447      0.236  
   789  2020/02/09 05:00:00     9.897      0.200  
   790  2020/02/09 05:15:00    10.261      0.156  
   791  2020/02/09 05:30:00    10.580      0.148  
   792  2020/02/09 05:45:00    10.830      0.157  
   793  2020/02/09 06:00:00    10.998      0.171  
   794  2020/02/09 06:15:00    11.058      0.162  
   795  2020/02/09 06:30:00    11.007      0.127  
   796  2020/02/09 06:45:00    10.948      0.165  
   797  2020/02/09 07:00:00    10.759      0.150  
   798  2020/02/09 07:15:00    10.520      0.157  
   799  2020/02/09 07:30:00    10.227      0.176  
   800  2020/02/09 07:45:00     9.847      0.166  
   801  2020/02/09 08:00:00     9.452      0.190  
   802  2020/02/09 08:15:00     8.994      0.192  
   803  2020/02/09 08:30:00     8.527      0.216  
   804  2020/02/09 08:45:00     8.050      0.253  
   805  2020/02/09 09:00:00     7.535      0.268  
   806  2020/02/09 09:15:00     7.042      0.311  
   807  2020/02/09 09:30:00     6.533      0.337  
   808  2020/02/09 09:45:00     6.031      0.362  
   809  2020/02/09 10:00:00     5.553      0.398  
   810  2020/02/09 10:15:00     5.082      0.423  
   811  2020/02/09 10:30:00     4.634      0.452  
   812  2020/02/09 10:45:00     4.174      0.446  
   813  2020/02/09 11:00:00     3.781      0.482  
   814  2020/02/09 11:15:00     3.365      0.466  
   815  2020/02/09 11:30:00     3.049      0.517  
   816  2020/02/09 11:45:00     2.749      0.547  
   817  2020/02/09 12:00:00     2.482      0.566  
   818  2020/02/09 12:15:00     2.226      0.549  
   819  2020/02/09 12:30:00     2.043      0.555  
   820  2020/02/09 12:45:00     1.925      0.570  
   821  2020/02/09 13:00:00     1.887      0.607  
   822  2020/02/09 13:15:00     1.848      0.578  
   823  2020/02/09 13:30:00     1.959      0.630  
   824  2020/02/09 13:45:00     2.035      0.572  
   825  2020/02/09 14:00:00     2.277      0.600  
   826  2020/02/09 14:15:00     2.569      0.597  
   827  2020/02/09 14:30:00     2.958      0.611  
   828  2020/02/09 14:45:00     3.421      0.623  
   829  2020/02/09 15:00:00     3.927      0.610  
   830  2020/02/09 15:15:00     4.487      0.590  
   831  2020/02/09 15:30:00     5.086      0.560  
   832  2020/02/09 15:45:00     5.706      0.513  
   833  2020/02/09 16:00:00     6.420      0.534  
   834  2020/02/09 16:15:00     7.085      0.497  
   835  2020/02/09 16:30:00     7.759      0.475  
   836  2020/02/09 16:45:00     8.406      0.449  
   837  2020/02/09 17:00:00     8.997      0.409  
   838  2020/02/09 17:15:00     9.582      0.419  
   839  2020/02/09 17:30:00    10.061      0.393  
   840  2020/02/09 17:45:00    10.459      0.364  
   841  2020/02/09 18:00:00    10.793      0.355  
   842  2020/02/09 18:15:00    11.058      0.365  
   843  2020/02/09 18:30:00    11.282      0.423  
   844  2020/02/09 18:45:00    11.328      0.392  
   845  2020/02/09 19:00:00    11.343      0.419  
   846  2020/02/09 19:15:00    11.289      0.463  
   847  2020/02/09 19:30:00    11.122      0.476  
   848  2020/02/09 19:45:00    10.879      0.489  
   849  2020/02/09 20:00:00    10.540      0.476  
   850  2020/02/09 20:15:00    10.226      0.549  
   851  2020/02/09 20:30:00     9.815      0.576  
   852  2020/02/09 20:45:00     9.293      0.535  
   853  2020/02/09 21:00:00     8.748      0.503  
   854  2020/02/09 21:15:00     8.222      0.514  
   855  2020/02/09 21:30:00     7.735      0.578  
   856  2020/02/09 21:45:00     7.223      0.622  
   857  2020/02/09 22:00:00     6.704      0.655  
   858  2020/02/09 22:15:00     6.067      0.561  
   859  2020/02/09 22:30:00     5.565      0.586  
   860  2020/02/09 22:45:00     5.058      0.588  
   861  2020/02/09 23:00:00     4.593      0.611  
   862  2020/02/09 23:15:00     4.186      0.667  
   863  2020/02/09 23:30:00     3.734      0.650  
   864  2020/02/09 23:45:00     3.369      0.687  
   865  2020/02/10 00:00:00     3.008      0.691  
   866  2020/02/10 00:15:00     2.753      0.757  
